## MB CDI: WGs

# Note: no stress, alternates (/) on separate lines, phrases on same line, shh removed

Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS16      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B15       	B sum     	B avg     	ND        	Neighbors 
aTerin    	6         	0.096142  	0.00626   	0.076263  	0.004887  	0.057223  	0.068266  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.309041  	0.051507  	0.004996  	0.002689  	0.001329  	0.001961  	0.01801   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.028985  	0.005797  	0         	
adios     	5         	0.096142  	0.005663  	0.036595  	0.12035   	0.0249    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.28365   	0.05673   	0.003761  	0         	0.001003  	0.003781  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.008545  	0.002136  	1         	adjos 
bjebje    	6         	0.079448  	0.022133  	0.076263  	0.030841  	0.018208  	0.085745  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.312638  	0.052106  	0.00351   	0.016337  	0.002411  	0.005351  	0.006514  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.034124  	0.006825  	0         	
besitos   	7         	0.079448  	0.159741  	0.077156  	0.095078  	0.073147  	0.147341  	0.032818  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.664728  	0.094961  	0.016914  	0.023246  	0.006996  	0.02037   	0.023479  	0.008166  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.099171  	0.016529  	0         	
bwenazdia 	9         	0.079448  	0.035333  	0.076263  	0.037318  	0.16254   	0.000827  	0.028982  	0.043331  	0.173992  	--        	--        	--        	--        	--        	--        	--        	0.638034  	0.070893  	0.002467  	0.020582  	0.012511  	0.006411  	0.000827  	0         	0.005023  	0.015914  	--        	--        	--        	--        	--        	--        	--        	0.063735  	0.007967  	0         	
bwenazn...	10        	0.079448  	0.035333  	0.076263  	0.037318  	0.16254   	0.000827  	0.084278  	0.169631  	N/A       	0.081759  	0.054241  	--        	--        	--        	--        	--        	0.781637  	0.071058  	0.002467  	0.020582  	0.012511  	0.006411  	0.000827  	0         	0.014842  	0         	0         	0.035557  	--        	--        	--        	--        	--        	0.093198  	0.00932   	0         	
koskiLitas	10        	0.127606  	0.155636  	0.077156  	0.028339  	0.057223  	0.009549  	0.054749  	0.045491  	0.173992  	0.104152  	--        	--        	--        	--        	--        	--        	0.833893  	0.083389  	0.043916  	0.011061  	0.010286  	0.0029    	0.006859  	0.000691  	0.011661  	0.048953  	0.022698  	--        	--        	--        	--        	--        	--        	0.159025  	0.017669  	0         	
g4aTjas   	7         	0.028657  	0.062393  	0.069202  	0.013606  	0.018208  	0.213001  	0.032818  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.437884  	0.062555  	0.006337  	0.016721  	0.002088  	0.003968  	0.008827  	0.003873  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.041815  	0.006969  	1         	g4aTja 
aTe4lameme	10        	0.096142  	0.00626   	0.076263  	0.057391  	0.040825  	0.213001  	0.006083  	0.060876  	0.008707  	0.081759  	--        	--        	--        	--        	--        	--        	0.647308  	0.064731  	0.004996  	0.002689  	0.015163  	0.000288  	0.015012  	0.001021  	0.003529  	0         	0.01741   	--        	--        	--        	--        	--        	--        	0.060108  	0.006679  	0         	
ola       	3         	0.024311  	0.028905  	0.069202  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.122417  	0.040806  	0.002853  	0.010599  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.013452  	0.006726  	9         	oxa o4a ora oka kola bola oLa ole ala 
no        	2         	0.02559   	0.155636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.181226  	0.090613  	0.006842  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006842  	0.006842  	6         	o xo nos Zo uno ni 
oxitos    	6         	0.024311  	0.003183  	0.036595  	0.073825  	0.088732  	0.023516  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.250162  	0.041694  	0.001235  	0.000224  	0.003751  	0.015118  	0.002711  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.023039  	0.004608  	1         	oxito 
po4fabo4  	8         	0.111755  	0.155636  	0.11152   	0.003286  	0.16254   	0.008933  	0.149308  	0.204786  	--        	--        	--        	--        	--        	--        	--        	--        	0.907765  	0.113471  	0.014287  	0.023513  	0.000614  	0.000598  	0.002028  	0.000899  	0.013701  	--        	--        	--        	--        	--        	--        	--        	--        	0.055639  	0.007948  	0         	
salud     	5         	0.05841   	0.229284  	0.076683  	0.026496  	0.040828  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.431702  	0.08634   	0.015998  	0.023918  	0.00406   	0.003574  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.04755   	0.011888  	1         	saluda 
si        	2         	0.05841   	0.09512   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.153531  	0.076765  	0.007883  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.007883  	0.007883  	13        	i wi ti sin ni mi di su oi osi se ai asi 
tengoma...	10        	0.063798  	0.159741  	0.091292  	0.019457  	0.088732  	0.006363  	0.190037  	0.069475  	0.039773  	0.084424  	0.085984  	--        	--        	--        	--        	--        	0.899076  	0.081734  	0.010502  	0.020959  	0.003802  	0.008028  	0         	0.000691  	0.008966  	0.002638  	0         	0.018684  	--        	--        	--        	--        	--        	0.074269  	0.007427  	0         	
to4tiLitas	10        	0.063798  	0.155636  	0.11152   	0.073825  	0.057223  	0.009549  	0.054749  	0.045491  	0.173992  	0.104152  	--        	--        	--        	--        	--        	--        	0.849936  	0.084994  	0.014381  	0.023513  	0.011407  	0.013262  	0.006859  	0.000691  	0.011661  	0.048953  	0.022698  	--        	--        	--        	--        	--        	--        	0.153425  	0.017047  	0         	
unodost4es	10        	0.007376  	0.034888  	0.029795  	0.034459  	0.088732  	0.023516  	0.083662  	0.204786  	0.072754  	0.104152  	--        	--        	--        	--        	--        	--        	0.684119  	0.068412  	0.002607  	0.001479  	0.000236  	0.009523  	0.002711  	0.006453  	0.001195  	0.002638  	0.018396  	--        	--        	--        	--        	--        	--        	0.045238  	0.005026  	0         	
ab4i4     	5         	0.096142  	0.013298  	0.11152   	0.095078  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.475818  	0.095164  	0.010532  	0.003285  	0.01053   	0.010641  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.034989  	0.008747  	1         	ab4il 
akaba4    	6         	0.096142  	0.012063  	0.069202  	0.030841  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.510316  	0.085053  	0.006448  	0.002646  	0.005965  	0.013364  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.106044  	0.021209  	0         	
apaga4    	6         	0.096142  	0.006355  	0.069202  	0.019457  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.493225  	0.082204  	0.005634  	0.001859  	0.000655  	0.007522  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.093291  	0.018658  	0         	
apu4a4    	6         	0.096142  	0.006355  	0.013209  	0.057391  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.475165  	0.079194  	0.005634  	0.000224  	0.001085  	0.008966  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.09353   	0.018706  	0         	
abenta4   	7         	0.096142  	0.013298  	0.076263  	0.037318  	0.073147  	0.213001  	0.162889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.672058  	0.096008  	0.010532  	0.003505  	0.012511  	0.00822   	0.045965  	0.100636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.181369  	0.030228  	0         	
aLuda4    	6         	0.096142  	0.004042  	0.013209  	0.034459  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.449921  	0.074987  	0.003103  	0.0015    	0.001958  	0.012534  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.096715  	0.019343  	1         	aLuda 
baila4    	6         	0.079448  	0.229284  	0.036595  	0.020278  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.667673  	0.111279  	0.026004  	0.004039  	0.001381  	0.006194  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.115239  	0.023048  	0         	
b4inka4   	7         	0.079448  	0.062393  	0.036595  	0.037318  	0.02582   	0.213001  	0.162889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.617464  	0.088209  	0.002947  	0.013612  	0.002915  	0.004057  	0.014394  	0.100636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.138563  	0.023094  	0         	
kae4      	4         	0.127606  	0.229284  	0.076263  	0.057391  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.490544  	0.122636  	0.052785  	0.002036  	0.015163  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.069983  	0.023328  	1         	kabe4 
kamina4   	7         	0.127606  	0.229284  	0.05063   	0.095078  	0.07855   	0.213001  	0.162889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.957039  	0.13672   	0.052785  	0.017237  	0.006218  	0.017549  	0.020676  	0.100636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.2151    	0.03585   	0         	
kanta4    	6         	0.127606  	0.229284  	0.091292  	0.073825  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.824076  	0.137346  	0.052785  	0.027315  	0.024747  	0.037734  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.220201  	0.04404   	2         	kansa4 konta4 
Tena4     	5         	0.01605   	0.159741  	0.091292  	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.61099   	0.122198  	0.00649   	0.020959  	0.010946  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.101195  	0.025299  	3         	Tena Tera4 Zena4 
Tera4     	5         	0.01605   	0.159741  	0.015592  	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.53529   	0.107058  	0.00649   	0.002878  	0.005488  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.077656  	0.019414  	2         	sera4 Tena4 
kome4     	5         	0.127606  	0.155636  	0.05063   	0.121792  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.615443  	0.123089  	0.043916  	0.015085  	0.004553  	0.04418   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.107733  	0.026933  	4         	koxe4 kose4 kore4 koTe4 
kore4     	5         	0.127606  	0.155636  	0.015592  	0.121792  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.580405  	0.116081  	0.043916  	0.005388  	0.004076  	0.04418   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.09756   	0.02439   	4         	koxe4 kose4 kome4 koTe4 
da4       	3         	0.051262  	0.229284  	0.11152   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.392067  	0.130689  	0.004443  	0.043065  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.047508  	0.023754  	2         	ma4 ba4 
deTi4     	5         	0.051262  	0.159741  	0.021688  	0.095078  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.487548  	0.09751   	0.027536  	0.004087  	0.006739  	0.010641  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.049004  	0.012251  	0         	
desaLuna4 	9         	0.051262  	0.159741  	0.077156  	0.184129  	0.012534  	0.012246  	0.084278  	0.239625  	0.271154  	--        	--        	--        	--        	--        	--        	--        	1.092125  	0.121347  	0.027536  	0.023246  	0.013353  	0.005678  	0.002199  	0.008006  	0.028344  	0.208577  	--        	--        	--        	--        	--        	--        	--        	0.316939  	0.039617  	0         	
dibuxa4   	7         	0.051262  	0.09512   	0.050349  	0.026496  	0.012436  	0.213001  	0.162889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.611554  	0.087365  	0.007358  	0.004845  	0.002713  	0.002509  	0.006435  	0.100636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.124495  	0.020749  	0         	
dole4     	5         	0.051262  	0.155636  	0.076683  	0.121792  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.565152  	0.11303   	0.006775  	0.0246    	0.013557  	0.04418   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.089111  	0.022278  	3         	ole4 sole4 dolo4 
do4mi4    	6         	0.051262  	0.155636  	0.11152   	0.020678  	0.057223  	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.535848  	0.089308  	0.006775  	0.023513  	0.006779  	0.004799  	0.010446  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.052312  	0.010462  	0         	
empuxa4   	7         	0.058292  	0.01469   	0.031075  	0.026496  	0.012436  	0.213001  	0.162889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.518879  	0.074126  	0.002687  	0.003124  	0.002612  	0.002509  	0.006435  	0.100636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.118003  	0.019667  	0         	
enseJa4   	7         	0.058292  	0.034888  	0.077156  	0.121792  	0.00593   	0.213001  	0.162889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.673948  	0.096278  	0.017682  	0.002812  	0.006942  	0.003895  	0.004788  	0.100636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.136755  	0.022793  	1         	enseJa 
esk4ibi4  	8         	0.058292  	0.035176  	0.05226   	0.057391  	0.057223  	0.008933  	0.054749  	0.204786  	--        	--        	--        	--        	--        	--        	--        	--        	0.528811  	0.066101  	0.023148  	0.009993  	0.001853  	0.007491  	0.001936  	0.002215  	0.020801  	--        	--        	--        	--        	--        	--        	--        	--        	0.067438  	0.009634  	0         	
espe4a4   	7         	0.058292  	0.035176  	0.031075  	0.121792  	0.159779  	0.213001  	0.162889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.782005  	0.111715  	0.023148  	0.005806  	0.007116  	0.04418   	0.027443  	0.100636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.208328  	0.034721  	0         	
i4        	2         	0.022575  	0.062393  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.084968  	0.042484  	0.002671  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.002671  	0.002671  	4         	i mi4 oi4 i4e 
xuga4     	5         	0.02315   	0.054065  	0.024912  	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.446034  	0.089207  	0.004402  	0.002346  	0.011144  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.080693  	0.020173  	1         	luga4 
laba4     	5         	0.027376  	0.229284  	0.050349  	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.650917  	0.130183  	0.009319  	0.017722  	0.009785  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.099627  	0.024907  	2         	laba klaba4 
lee4      	4         	0.027376  	0.159741  	0.076263  	0.057391  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.320771  	0.080193  	0.007475  	0.00058   	0.015163  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.023218  	0.007739  	0         	
Zeba4     	5         	0.010847  	0.159741  	0.050349  	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.564844  	0.112969  	0.003509  	0.007629  	0.009785  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.083724  	0.020931  	3         	Zena4 neba4 Zega4 
Zo4a4     	5         	0.010847  	0.155636  	0.11152   	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.621911  	0.124382  	0.003401  	0.023513  	0.0193    	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.109015  	0.027254  	1         	mo4a4 
mete4     	5         	0.08041   	0.159741  	0.052635  	0.121792  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.574357  	0.114871  	0.013617  	0.005345  	0.009247  	0.04418   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.072388  	0.018097  	0         	
mi4a4     	5         	0.08041   	0.09512   	0.11152   	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.630958  	0.126192  	0.011496  	0.010204  	0.0193    	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.103801  	0.02595   	3         	mi4a ti4a4 mo4a4 
moxa4     	5         	0.08041   	0.155636  	0.022734  	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.602688  	0.120538  	0.015113  	0.003445  	0.008458  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.089816  	0.022454  	1         	mo4a4 
mo4de4    	6         	0.08041   	0.155636  	0.11152   	0.034459  	0.095506  	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.61706   	0.102843  	0.015113  	0.023513  	0.008695  	0.008968  	0.029862  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.086151  	0.01723   	0         	
pa4a4     	5         	0.111755  	0.229284  	0.11152   	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.796467  	0.159293  	0.032623  	0.043065  	0.0193    	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.157788  	0.039447  	3         	pa4a pasa4 pa4i4 
pega4     	5         	0.111755  	0.159741  	0.024912  	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.640315  	0.128063  	0.025537  	0.008859  	0.011144  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.108341  	0.027085  	4         	pega pesa4 rega4 Zega4 
peina4    	6         	0.111755  	0.159741  	0.036595  	0.037318  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.647477  	0.107913  	0.025537  	0.002629  	0.002915  	0.006411  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.115114  	0.023023  	0         	
pinta4    	6         	0.111755  	0.09512   	0.091292  	0.073825  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.674061  	0.112343  	0.014971  	0.013013  	0.024747  	0.037734  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.168086  	0.033617  	2         	pinta pinCa4 
pode4     	5         	0.111755  	0.155636  	0.026641  	0.121792  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.575602  	0.11512   	0.014287  	0.003208  	0.005817  	0.04418   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.067492  	0.016873  	1         	pone4 
pone4     	5         	0.111755  	0.155636  	0.091292  	0.121792  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.640254  	0.128051  	0.014287  	0.02285   	0.007394  	0.04418   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.088711  	0.022178  	1         	pode4 
p4ende4   	7         	0.111755  	0.062393  	0.076263  	0.037318  	0.040828  	0.085745  	0.162889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.57719   	0.082456  	0.010746  	0.012888  	0.012511  	0.005261  	0.007961  	0.033883  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.083251  	0.013875  	1         	ap4ende4 
ke4e4     	5         	0.127606  	0.159741  	0.11152   	0.121792  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.680438  	0.136088  	0.004456  	0.022956  	0.011701  	0.04418   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.083292  	0.020823  	0         	
rompe4    	6         	0.034709  	0.155636  	0.05063   	0.026101  	0.095506  	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.50211   	0.083685  	0.005095  	0.015085  	0.012126  	0.005954  	0.029862  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.068122  	0.013624  	0         	
saka4     	5         	0.05841   	0.229284  	0.05226   	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.683863  	0.136773  	0.015998  	0.010093  	0.017667  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.106558  	0.026639  	2         	saka seka4 
seka4     	5         	0.05841   	0.159741  	0.05226   	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.614319  	0.122864  	0.011379  	0.007715  	0.017667  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.099561  	0.02489   	2         	sera4 saka4 
senta4    	6         	0.05841   	0.159741  	0.091292  	0.073825  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.685337  	0.114223  	0.011379  	0.020959  	0.024747  	0.037734  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.17244   	0.034488  	1         	senti4 
sopla4    	6         	0.05841   	0.155636  	0.031075  	0.020278  	0.16254   	0.139528  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.567468  	0.094578  	0.011771  	0.004018  	0.000655  	0.006194  	0.077621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.100259  	0.020052  	0         	
subi4     	5         	0.05841   	0.054065  	0.050349  	0.095078  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.417681  	0.083536  	0.006509  	0.003516  	0.006693  	0.010641  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.027359  	0.00684   	0         	
tene4     	5         	0.063798  	0.159741  	0.091292  	0.121792  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.596402  	0.11928   	0.010502  	0.020959  	0.007394  	0.04418   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.083035  	0.020759  	0         	
ti4a4     	5         	0.063798  	0.09512   	0.11152   	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.614346  	0.122869  	0.008104  	0.010204  	0.0193    	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.100409  	0.025102  	2         	ti4a mi4a4 
toka4     	5         	0.063798  	0.155636  	0.05226   	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.615602  	0.12312   	0.014381  	0.009292  	0.017667  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.10414   	0.026035  	3         	toka toma4 Coka4 
toma4     	5         	0.063798  	0.155636  	0.05063   	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.613972  	0.122794  	0.014381  	0.015085  	0.014077  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.106343  	0.026586  	2         	toma toka4 
t4abaxa4  	8         	0.063798  	0.062393  	0.069202  	0.030841  	0.16254   	0.007832  	0.190037  	0.204786  	--        	--        	--        	--        	--        	--        	--        	--        	0.79143   	0.098929  	0.014711  	0.016721  	0.005965  	0.013364  	0.004021  	0.008982  	0.107827  	--        	--        	--        	--        	--        	--        	--        	--        	0.171591  	0.024513  	0         	
be4       	3         	0.079448  	0.159741  	0.11152   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.350709  	0.116903  	0.016914  	0.022956  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.03987   	0.019935  	5         	be se4 beT ba4 abe4 
esta4     	5         	0.058292  	0.035176  	0.052635  	0.184129  	0.159779  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.490011  	0.098002  	0.023148  	0.011214  	0.017839  	0.0628    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.115002  	0.02875   	1         	esta4a 
se4       	3         	0.05841   	0.159741  	0.11152   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.329672  	0.109891  	0.011379  	0.022956  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.034335  	0.017168  	4         	se sed be4 su4 
ao4ita    	6         	0.096142  	0.155636  	0.11152   	0.095078  	0.073147  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.744525  	0.124088  	0.0013    	0.023513  	0.01053   	0.02037   	0.045965  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.101679  	0.020336  	1         	do4ita 
ao4a      	4         	0.096142  	0.155636  	0.11152   	0.184129  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.547428  	0.136857  	0.0013    	0.023513  	0.0193    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.044113  	0.014704  	2         	o4a ab4a 
aLe4      	4         	0.096142  	0.004042  	0.076263  	0.057391  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.233838  	0.05846   	0.003103  	0.000515  	0.015163  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.018781  	0.00626   	3         	taLe4 aTe4 abe4 
despwes   	7         	0.051262  	0.159741  	0.077156  	0.026101  	0.003605  	0.085745  	0.032818  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.436428  	0.062347  	0.027536  	0.023246  	0.0071    	0.001209  	0.003426  	0.010184  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.072701  	0.012117  	0         	
dia       	3         	0.051262  	0.09512   	0.069202  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.215584  	0.071861  	0.007358  	0.000982  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.008339  	0.00417   	2         	di mia 
oi        	2         	0.024311  	0.09512   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.119431  	0.059715  	0.001647  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.001647  	0.001647  	13        	o i wi ti os osi si oi4 ni mi di oT ai 
maJana    	6         	0.08041   	0.229284  	0.012323  	0.184129  	0.07855   	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.797697  	0.13295   	0.032391  	0.004254  	0.003617  	0.016784  	0.020676  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.077722  	0.015544  	0         	
