Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B sum     	B avg     	ND        	Neighbors 
pEne      	4         	0.09654   	0.024238  	0.093701  	0.087904  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.302384  	0.075596  	0.002229  	0.003372  	0.00498   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010581  	0.003527  	29        	pEn Ene xEne pEte tEne pEns pensE pEse penE4 renE pEpe pEnn nEne pelE pEle pEke pegE pEge TenE TEne bEne ZenE ZEne pEno pOne pEine pEne pEna pAne 
pjE4nas   	7         	0.09654   	0.013401  	0.025143  	0.058145  	0.077487  	0.09297   	0.085137  	--        	--        	--        	--        	--        	--        	--        	--        	0.448823  	0.064118  	0.001308  	0.006077  	0.005712  	0.000816  	0.006301  	0.019828  	--        	--        	--        	--        	--        	--        	--        	--        	0.04004   	0.006673  	4         	pjE4na tjE4nas pjE4das pjE4nas 
pjEs      	4         	0.09654   	0.013401  	0.025143  	0.042547  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.177631  	0.044408  	0.001308  	0.006077  	0.001954  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.009339  	0.003113  	11        	pjE pEs pwEs tjEs pjE4 p4Es pjEl fjEs TjEs Ipjes pjEs 
rodILa    	6         	0.061182  	0.119398  	0.031033  	0.038026  	0.007327  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.349937  	0.058323  	0.004543  	0.004447  	0.002743  	0.002304  	0.002416  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.016453  	0.003291  	3         	rodILas rodILo rodILa 
baxIna    	6         	0.059963  	0.113085  	0.016627  	0.038026  	0.077487  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.398157  	0.06636   	0.012047  	0.001841  	0.001677  	0.004416  	0.006301  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.026282  	0.005256  	6         	baxIta pAxina baxinAl baxILa baxIni baxIna 
bAd       	3         	0.059963  	0.034641  	0.031033  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.125636  	0.041879  	0.003656  	0.001131  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.004787  	0.002394  	27        	bA Ad wAd bAs sAd bA4 b4Ad bAn mAd bAl kAd bAg gAd fAd dAd bAC CAd bAT TAd bAo bAdo badI bId bAde bEd eAd abAd 
bu4bUxas  	8         	0.059963  	0.044053  	0.091568  	0.033147  	0.007746  	0.007936  	0.103739  	0.089449  	--        	--        	--        	--        	--        	--        	--        	0.4376    	0.0547    	0.002187  	0.004883  	0.003536  	0.000265  	0.000191  	0.001262  	0.023495  	--        	--        	--        	--        	--        	--        	--        	0.035819  	0.005117  	2         	bu4bUxa bu4bUxas 
kolO4es   	7         	0.116977  	0.119398  	0.05951   	0.021588  	0.114261  	0.053667  	0.085137  	--        	--        	--        	--        	--        	--        	--        	--        	0.570538  	0.081505  	0.05555   	0.012116  	0.002076  	0.004774  	0.009294  	0.014612  	--        	--        	--        	--        	--        	--        	--        	--        	0.098423  	0.016404  	5         	olO4es kolOkes dolO4es kolO4es kalO4es 
k4aLOlas  	8         	0.116977  	0.080137  	0.046669  	0.003385  	0.017702  	0.035345  	0.103739  	0.089449  	--        	--        	--        	--        	--        	--        	--        	0.493403  	0.061675  	0.006293  	0.014899  	0.000277  	0.000147  	0.001219  	0.006078  	0.023495  	--        	--        	--        	--        	--        	--        	--        	0.052408  	0.007487  	0         	
glObo     	5         	0.018952  	0.031816  	0.009196  	0.033147  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.144167  	0.028833  	0.000646  	0.000948  	0.000376  	0.003393  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.005364  	0.001341  	3         	lObo glObos glObo 
bOmba     	5         	0.059963  	0.024015  	0.052722  	0.033147  	0.074173  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.24402   	0.048804  	0.001943  	0.002356  	0.007849  	0.005722  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.01787   	0.004467  	6         	bOba bOmbas bUmba bOmbo bOmba bEmba 
Oxa       	3         	0.003411  	0.002843  	0.046669  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.052923  	0.017641  	0.000131  	0.000202  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.000333  	0.000167  	23        	xA Owa tOxa Oxas Osa sOxa o4A O4a rOxa Opa Oma mOxa Ola lOxa Oka kOxa Oda OLa Oxo Oxa oIa Ixa oxEa 
papEl     	5         	0.09654   	0.113085  	0.03721   	0.041917  	0.045149  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.333901  	0.06678   	0.015898  	0.003567  	0.001888  	0.002348  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.0237    	0.005925  	7         	patEl rapEl panEl papEo popEl papEl papAl 
xugEte    	6         	0.015369  	0.044053  	0.027101  	0.041917  	0.059345  	0.053667  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.241453  	0.040242  	0.003278  	0.001637  	0.000435  	0.003259  	0.009445  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.018054  	0.003611  	2         	xugEtes xugEte 
lApiT     	5         	0.026421  	0.034641  	0.03721   	0.06163   	0.028018  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.187921  	0.037584  	0.00224   	0.000937  	0.002589  	0.0043    	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010065  	0.002516  	2         	tapIT lApiT 
lIb4o     	5         	0.026421  	0.020914  	0.051788  	0.058145  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.208324  	0.041665  	0.001937  	0.001174  	0.005931  	0.005512  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.014553  	0.003638  	13        	lIt4o lIb4os bib4O bIb4o lib4O lIb4o lib4E lIb4e libe4O libE4o lIbe4o lIb4a lAb4o 
muJEka    	6         	0.059878  	0.044053  	0.00505   	0.041917  	0.022926  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.266795  	0.044466  	0.002872  	0.000586  	0.000414  	0.00041   	0.005637  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.009919  	0.001984  	3         	muJEkas muJEko muJEka 
osIto     	5         	0.02177   	0.036225  	0.010749  	0.075229  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.19503   	0.039006  	0.001381  	0.000324  	0.001129  	0.005137  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.007971  	0.001993  	9         	sIto oxIto xosIto osItos pOsito omIto kosIto Obito osIto 
patInes   	7         	0.09654   	0.113085  	0.069944  	0.038026  	0.077487  	0.053667  	0.085137  	--        	--        	--        	--        	--        	--        	--        	--        	0.533886  	0.076269  	0.015898  	0.008435  	0.003361  	0.004416  	0.003416  	0.014612  	--        	--        	--        	--        	--        	--        	--        	--        	0.050137  	0.008356  	2         	patInes patInas 
pelOta    	6         	0.09654   	0.168005  	0.05951   	0.021588  	0.059345  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.497959  	0.082993  	0.017046  	0.010273  	0.002076  	0.001427  	0.01192   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.042742  	0.008548  	5         	pElta pelOtas pelOta pilOta pelotEa 
pintU4as  	8         	0.09654   	0.061356  	0.093701  	0.075229  	0.007746  	0.076799  	0.103739  	0.089449  	--        	--        	--        	--        	--        	--        	--        	0.60456   	0.07557   	0.004881  	0.008387  	0.021591  	0.001261  	0.001868  	0.013758  	0.023495  	--        	--        	--        	--        	--        	--        	--        	0.075241  	0.010749  	3         	pintU4a pintU4as pintO4as 
plastilIna	10        	0.09654   	0.031816  	0.046669  	0.042547  	0.059345  	0.044493  	0.028766  	0.030577  	0.080934  	0.118277  	--        	--        	--        	--        	--        	0.579964  	0.057996  	0.004567  	0.006226  	0.003879  	0.010862  	0.006442  	0.002287  	0.002462  	0.002442  	0.005804  	--        	--        	--        	--        	--        	0.04497   	0.004997  	0         	
plUma     	5         	0.09654   	0.031816  	0.005013  	0.025577  	0.074173  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.233119  	0.046624  	0.004567  	0.000683  	0.000448  	0.004559  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010257  	0.002564  	4         	pUma plUmas plUma plumEa 
plumOnes  	8         	0.09654   	0.031816  	0.016624  	0.025577  	0.017702  	0.085153  	0.054851  	0.089449  	--        	--        	--        	--        	--        	--        	--        	0.417713  	0.052214  	0.004567  	0.001467  	0.001293  	0.000758  	0.005618  	0.004863  	0.014162  	--        	--        	--        	--        	--        	--        	--        	0.032728  	0.004675  	0         	
tambO4    	6         	0.046415  	0.113085  	0.052722  	0.033147  	0.017702  	0.076799  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.33987   	0.056645  	0.004104  	0.007082  	0.007849  	0.001168  	0.003013  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.023216  	0.004643  	2         	tAmbo tambO4 
bOtas     	5         	0.059963  	0.024015  	0.069944  	0.083611  	0.052692  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.290224  	0.058045  	0.001943  	0.001249  	0.007731  	0.009154  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.020077  	0.005019  	21        	bOta bOas sOtas botA4 b4Otas borAs bOras rOtas bOtan nOtas bOlas bOkas kOtas gOtas bOdas bObas bOtos bOtas bOtes bEtas bAtas 
bOlsa     	5         	0.059963  	0.024015  	0.05951   	0.042547  	0.074173  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.260208  	0.052042  	0.001943  	0.002062  	0.001009  	0.002724  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.007737  	0.001934  	7         	bOla bOlta bOlsas bOlso bOlsa bolEa bAlsa 
babE4o    	6         	0.059963  	0.113085  	0.051788  	0.041917  	0.114261  	0.068776  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.449789  	0.074965  	0.012047  	0.00769   	0.003277  	0.012751  	0.009077  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.044841  	0.008968  	8         	ba4bE4o barE4o balE4o bakE4o kabE4o ZabE4o bibE4o babE4o 
a4Etes    	6         	0.105907  	0.080137  	0.025143  	0.075229  	0.067458  	0.060782  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.414657  	0.06911   	0.005857  	0.003385  	0.000726  	0.010978  	0.012625  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.033571  	0.006714  	3         	A4tes axEtes a4Enes 
ab4Igo    	6         	0.105907  	0.019556  	0.091568  	0.038026  	0.017403  	0.068776  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.341236  	0.056873  	0.010823  	0.00208   	0.00457   	0.00131   	0.001497  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.020279  	0.004056  	3         	ab4Igos ab4Igo ab4Iga 
almoAda   	7         	0.105907  	0.031816  	0.052722  	0.059853  	0.055972  	0.052564  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.462575  	0.066082  	0.010918  	0.001149  	0.0037    	6.7e-05   	0.013055  	0.010966  	--        	--        	--        	--        	--        	--        	--        	--        	0.039855  	0.006643  	2         	almoAdas almoAda 
aspi4adO4a	10        	0.105907  	0.036225  	0.03721   	0.06163   	0.114261  	0.09297   	0.055464  	0.022776  	0.07019   	0.118277  	--        	--        	--        	--        	--        	0.71491   	0.071491  	0.006371  	0.006906  	0.002589  	0.002984  	0.01798   	0.004552  	0.003446  	0.007794  	0.013331  	--        	--        	--        	--        	--        	0.065952  	0.007328  	2         	aspi4adO4 aspi4adO4a 
basU4a    	6         	0.059963  	0.113085  	0.08856   	0.010261  	0.114261  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.479099  	0.07985   	0.012047  	0.008886  	0.00077   	0.001947  	0.01798   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.041629  	0.008326  	4         	basU4as basU4a basO4a basa4A 
botELa    	6         	0.059963  	0.119398  	0.069944  	0.041917  	0.007327  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.39152   	0.065253  	0.006614  	0.005039  	0.004082  	0.000383  	0.002416  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.018534  	0.003707  	2         	botELas botELa 
mamIla    	6         	0.059878  	0.113085  	0.052722  	0.038026  	0.045149  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.40183   	0.066972  	0.018735  	0.007082  	0.00214   	0.001573  	0.006148  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.035678  	0.007136  	2         	manIla kamIla 
kAxa      	4         	0.116977  	0.034641  	0.016627  	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.251856  	0.062964  	0.005526  	0.000949  	0.002001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.008477  	0.002826  	31        	kwAxa kAta kAxas kAsa sAxa kA4a karA raxA rAxa kApa pAxa kAna kAma maxA mAxa kaxAl kAla kAka kAga fAxa kAda kATa kAba bAxa kAJa kALa kOxa kaIa kAxe kExa kAxa 
kAma4a    	6         	0.116977  	0.034641  	0.052722  	0.083611  	0.114261  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.495182  	0.08253   	0.005526  	0.00189   	0.004564  	0.010841  	0.01798   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.040801  	0.00816   	12        	amA4a tamA4a kAma4as kasa4A kasA4a kapA4a kAmb4a Zama4A ZamA4a kaLA4a kamE4a kAma4a 
kanAsta   	7         	0.116977  	0.113085  	0.093701  	0.059315  	0.052692  	0.065309  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.604818  	0.086403  	0.024488  	0.014584  	0.003262  	0.002812  	0.011604  	0.013171  	--        	--        	--        	--        	--        	--        	--        	--        	0.069921  	0.011653  	2         	kanAstas kanAsta 
kasEte    	6         	0.116977  	0.113085  	0.08856   	0.041917  	0.059345  	0.053667  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.473552  	0.078925  	0.024488  	0.008886  	0.002621  	0.003259  	0.009445  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.048699  	0.00974   	8         	kasEtes karEte kaskEte kadEte kaCEte kaJEte kasEte kasEta 
TepILod...	15        	0.015021  	0.168005  	0.03721   	0.038026  	0.007327  	0.068776  	0.055464  	0.052195  	0.063729  	0.038019  	0.018177  	0.105562  	0.06323   	0.143562  	0.233784  	1.108087  	0.073872  	0.005673  	0.007372  	0.001534  	0.002304  	0.001821  	0.000309  	0.003352  	0.000306  	0.000769  	0.008195  	0.0257    	0.053617  	0.06899   	0.104604  	0.284546  	0.020325  	0         	
TepILo    	6         	0.015021  	0.168005  	0.03721   	0.038026  	0.007327  	0.068776  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.334366  	0.055728  	0.005673  	0.007372  	0.001534  	0.002304  	0.001821  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.018703  	0.003741  	3         	TepILos TedILo TepILo 
Te4ILos   	7         	0.015021  	0.168005  	0.091568  	0.038026  	0.007327  	0.068776  	0.085137  	--        	--        	--        	--        	--        	--        	--        	--        	0.473861  	0.067694  	0.005673  	0.019366  	0.00457   	0.002304  	0.001821  	0.021969  	--        	--        	--        	--        	--        	--        	--        	--        	0.055703  	0.009284  	2         	TepILos Te4ILas 
CupOn     	5         	0.007117  	0.044053  	0.03721   	0.021588  	0.077487  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.187454  	0.037491  	0.000601  	0.004466  	0.001312  	0.005545  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.011925  	0.002981  	6         	CupO CUpo supOn sUpon kupOn CUpan 
CupEte    	6         	0.007117  	0.044053  	0.03721   	0.041917  	0.059345  	0.053667  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.24331   	0.040552  	0.000601  	0.004466  	0.001888  	0.003259  	0.009445  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.019659  	0.003932  	2         	CupEtes CupEte 
TigAros   	7         	0.015021  	0.061356  	0.027101  	0.059315  	0.005083  	0.068776  	0.085137  	--        	--        	--        	--        	--        	--        	--        	--        	0.321789  	0.04597   	0.002985  	0.003595  	0.004639  	0.000595  	0.001177  	0.021969  	--        	--        	--        	--        	--        	--        	--        	--        	0.03496   	0.005827  	2         	TigAro TigAros 
klAbo     	5         	0.116977  	0.031816  	0.018638  	0.033147  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.251635  	0.050327  	0.003247  	0.003084  	0.001318  	0.003393  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.011042  	0.00276   	11        	kAbo labO lAbo klAbos klA4o klabE klAbe klAba klabO klAbo alabO 
kobIxa    	6         	0.116977  	0.119398  	0.051788  	0.038026  	0.010114  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.429273  	0.071546  	0.05555   	0.006656  	0.003968  	0.000617  	0.00137   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.068162  	0.013632  	3         	kobixA4 korIxa kobIxo 
kwAd4o    	6         	0.116977  	0.015215  	0.018638  	0.032551  	0.114261  	0.068776  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.366418  	0.06107   	0.004403  	0.001851  	0.00144   	0.001839  	0.009077  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.01861   	0.003722  	5         	kwAdt4o kwAt4o kwAd4os kwAd4a kwAd4o 
kubEta    	6         	0.116977  	0.044053  	0.051788  	0.041917  	0.059345  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.407051  	0.067842  	0.004099  	0.005408  	0.003277  	0.003259  	0.01192   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.027961  	0.005592  	3         	kunEta kubEta kubAta 
kuCA4a    	6         	0.116977  	0.044053  	0.007301  	0.059315  	0.114261  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.434877  	0.07248   	0.004099  	0.000958  	0.001259  	0.015793  	0.01798   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.040088  	0.008018  	5         	kuCA4as ku4a4A ku4A4a luCa4A kuCA4a 
kuCILo    	6         	0.116977  	0.044053  	0.007301  	0.038026  	0.007327  	0.068776  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.282461  	0.047077  	0.004099  	0.000958  	0.000645  	0.002304  	0.001821  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.009827  	0.001965  	3         	kuCILos kuCILo kuCILa 
dinE4o    	6         	0.072826  	0.061356  	0.093701  	0.041917  	0.114261  	0.068776  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.452837  	0.075473  	0.014826  	0.008387  	0.003285  	0.012751  	0.009077  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.048325  	0.009665  	4         	dinE4 dinE4os minE4o dinE4o 
eskOba    	6         	0.081564  	0.036225  	0.048923  	0.021588  	0.024671  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.305941  	0.05099   	0.025206  	0.008526  	0.001963  	0.00048   	0.006533  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.042708  	0.008542  	3         	eskObas eskobA4 eskOba 
espExo    	6         	0.081564  	0.036225  	0.03721   	0.041917  	0.010114  	0.068776  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.275807  	0.045968  	0.025206  	0.006906  	0.001888  	0.000672  	0.000992  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.035663  	0.007133  	6         	espExos espEso espe4O espE4o despexO espExo 
fOtos     	5         	0.0328    	0.024015  	0.069944  	0.059853  	0.052692  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.239304  	0.047861  	0.000966  	0.001249  	0.006598  	0.008343  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.017155  	0.004289  	13        	fOto fOsos sOtos fO4os rOtos pOtos fotOn mOtos fOkos kOtos bOtos fOtos fAtos 
xabOn     	5         	0.015369  	0.113085  	0.051788  	0.021588  	0.077487  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.279317  	0.055863  	0.0014    	0.00769   	0.001269  	0.005545  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.015905  	0.003976  	9         	abOn xarOn xapOn nabOn xamOn xalOn gabOn xabOn xIbon 
lAmpa4a   	7         	0.026421  	0.034641  	0.052722  	0.036094  	0.074173  	0.076799  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.40459   	0.057799  	0.00224   	0.00189   	0.012396  	0.004943  	0.008606  	0.013758  	--        	--        	--        	--        	--        	--        	--        	--        	0.043832  	0.007305  	4         	ampA4a lAmpa4as mampA4a lAmpa4a 
ZAbe      	4         	0.007283  	0.034641  	0.051788  	0.087904  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.181616  	0.045404  	0.000862  	0.001954  	0.00778   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010596  	0.003532  	16        	Abe ZAte ZAbes sAbe nAbe ZamE ZAme ZAle labE lAbe dAbe ZATe ZebE ZEbe ZabE ZAbe 
lUT       	3         	0.026421  	0.012529  	0.022256  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.061206  	0.020402  	0.000889  	0.000432  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.001321  	0.00066   	8         	lU rUT lUg bUT lUT lUTi lIT lUTe 
ma4tILo   	7         	0.059878  	0.113085  	0.091568  	0.075229  	0.031702  	0.006159  	0.080402  	--        	--        	--        	--        	--        	--        	--        	--        	0.458023  	0.065432  	0.018735  	0.020147  	0.008712  	0.005723  	0.002467  	0.001915  	--        	--        	--        	--        	--        	--        	--        	--        	0.057699  	0.009617  	1         	ma4tILo 
mediTIna  	8         	0.059878  	0.168005  	0.031033  	0.06163   	0.028018  	0.041677  	0.070483  	0.114141  	--        	--        	--        	--        	--        	--        	--        	0.574865  	0.071858  	0.009292  	0.006805  	0.004612  	0.0043    	0.003835  	0.004417  	0.008015  	--        	--        	--        	--        	--        	--        	--        	0.041276  	0.005897  	2         	mediTInas mediTIna 
OLa       	3         	0.003411  	0.002487  	0.046669  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.052567  	0.017522  	0.000158  	0.000346  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.000504  	0.000252  	28        	Oxa xOLa Owa OLas Osa o4A O4a Opa pOLa nOLa Oma moLA mOLa Ola Oka gOLa fOLa Oda ZOLa ULa oLO OLo OLa oIa OLe ELa aLA ALa 
paJwElo   	7         	0.09654   	0.113085  	0.00505   	0.007263  	0.041278  	0.035345  	0.080402  	--        	--        	--        	--        	--        	--        	--        	--        	0.378963  	0.054138  	0.015898  	0.000946  	0.000123  	0.003721  	0.003249  	0.005279  	--        	--        	--        	--        	--        	--        	--        	--        	0.029216  	0.004869  	3         	paxwElo paJwElos paJwElo 
pAstade...	14        	0.09654   	0.034641  	0.08856   	0.075229  	0.074173  	0.052564  	0.054851  	0.059166  	0.034842  	0.020655  	0.100759  	0.058259  	0.132665  	0.216349  	--        	1.099253  	0.078518  	0.003599  	0.002907  	0.022721  	0.011647  	0.004815  	0.004399  	0.000927  	0.001232  	0.006918  	0.023197  	0.044958  	0.063257  	0.084263  	--        	0.27484   	0.021142  	0         	
pEine     	5         	0.09654   	0.024238  	0.030015  	0.042907  	0.067458  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.261159  	0.052232  	0.002229  	0.000974  	0.004272  	0.002348  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.009824  	0.002456  	7         	pEne rEine pEinC pEino pEine pEina pAine 
pe4jOdiko 	9         	0.09654   	0.168005  	0.091568  	0.023486  	0.017702  	0.052564  	0.037149  	0.018027  	0.120908  	--        	--        	--        	--        	--        	--        	0.625949  	0.06955   	0.017046  	0.019366  	0.00309   	0.002684  	0.000531  	0.00194   	0.012878  	0.00664   	--        	--        	--        	--        	--        	--        	0.064176  	0.008022  	4         	pe4jOdikos pe4jOdiko pe4Iodiko pe4jOdika 
plAnCa    	6         	0.09654   	0.031816  	0.018638  	0.042907  	0.003095  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.285967  	0.047661  	0.004567  	0.003084  	0.003795  	0.000335  	0.000709  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.01249   	0.002498  	7         	plAna lAnCa plAnta plAnCas planCA4 planEa plAnCa 
plAto     	5         	0.09654   	0.031816  	0.018638  	0.075229  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.273281  	0.054656  	0.004567  	0.003084  	0.000914  	0.005137  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.013702  	0.003426  	13        	pAto platOs plAtos platOn plAno plantO plAnto plATo plAuto pilAto plAta platO plAto 
rAdjo     	5         	0.061182  	0.034641  	0.031033  	0.023486  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.201399  	0.04028   	0.001956  	0.001131  	0.002828  	0.004572  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010488  	0.002622  	5         	rAdjos rAbjo iradjO rAdja rAdjo 
relO      	4         	0.061182  	0.168005  	0.05951   	0.021588  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.310285  	0.077571  	0.042267  	0.010273  	0.002076  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.054617  	0.018206  	23        	rEl rEo Elo wElo rEto rEpo rEplo pElo rEno rEmo mElo kElo dElo CElo rETo TElo bElo jElo rUlo relO relE rEla rAlo 
se4biLEta 	9         	0.060574  	0.168005  	0.091568  	0.033147  	0.050412  	0.006159  	0.031876  	0.047299  	0.114987  	--        	--        	--        	--        	--        	--        	0.604027  	0.067114  	0.011526  	0.019366  	0.003536  	0.003069  	0.000797  	0.0008    	0.001178  	0.013921  	--        	--        	--        	--        	--        	--        	0.054193  	0.006774  	2         	se4biLEtas se4biLEta 
tapEte    	6         	0.046415  	0.113085  	0.03721   	0.041917  	0.059345  	0.053667  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.35164   	0.058607  	0.004104  	0.003567  	0.001888  	0.003259  	0.009445  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.022263  	0.004453  	3         	tApese tapEte tApate 
tATa      	4         	0.046415  	0.034641  	0.022256  	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.186922  	0.046731  	0.001847  	0.000986  	0.001272  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.004104  	0.001368  	20        	ATa tAta tATas tAsa tA4a t4ATa tAra rATa tApa tAna mATa lATa tAka kATa gATa tACa bATa tALa tITa tATa 
telEfono  	8         	0.046415  	0.168005  	0.05951   	0.041917  	0.007407  	0.068776  	0.070483  	0.100636  	--        	--        	--        	--        	--        	--        	--        	0.563149  	0.070394  	0.009408  	0.010273  	0.003586  	0.000336  	0.000788  	0.008504  	0.00618   	--        	--        	--        	--        	--        	--        	--        	0.039075  	0.005582  	3         	telEfonos telefoneO telEfono 
